,xt_x0,xt_v0,xt_t,xt_rand,vt_x0,vt_v0,vt_t,vt_rand,x0,v0,t,rand,alpha,beta,gamma,delta,omega,explainer
0,-23596982961599.5,13430818265020.828,1266293391969.7314,0.001953125,-2.0857309700040376e+27,1.1705185375088933e+27,8.593793992550054e+25,-274877906944.0,0.19868062590289348,0.7119513899644774,0.07070707070707072,0.09540420052626208,-0.1,-0.1,0.37,0.3,1.2,kernel
1,-15428997932173.48,6688588398992.326,-159461771422.64746,-0.001953125,-1.237864658934899e+27,3.965905162523095e+26,1.1999650112945663e+25,-137438953472.0,0.8995302078943164,0.7107432706182953,0.4040404040404041,0.3542710200958331,-0.1,-0.1,0.37,0.3,1.2,kernel
2,8658361827000.257,-16760165953552.102,-798067178065.6533,-0.001953125,6.990612183452978e+26,-1.4856006712501886e+27,-4.273503966475337e+25,137438953472.0,0.8650259436160623,0.24945573920442243,0.9494949494949496,0.9371328499953259,-0.1,-0.1,0.37,0.3,1.2,kernel
3,-14291829567621.297,6360894870092.791,-968936607075.2617,-0.001953125,-1.2832806973513437e+27,5.006597696189145e+26,-4.665356483721478e+25,0.0,0.39854823887698665,0.8637326440729247,0.13131313131313133,0.18491755281151911,-0.1,-0.1,0.37,0.3,1.2,kernel
4,40715930898251.9,49441156425922.11,5714336594004.469,0.015625,5.829416583971536e+26,9.207181770580672e+26,1.2262681002712904e+26,-549755813888.0,0.41804301370817454,0.5470168674541854,0.4545454545454546,0.6062144347993866,-0.1,-0.1,0.37,0.3,1.2,kernel
5,-10020327540082.203,1408343037504.046,-287886802025.66504,-0.00390625,-8.420573544659572e+26,1.5833246798394766e+25,-3.05038490208163e+24,0.0,0.8817915260658846,0.8394753974414186,0.06060606060606061,0.8432826229406616,-0.1,-0.1,0.37,0.3,1.2,kernel
6,-2307073563074.602,-5856603878412.039,-736193863130.79,0.0,-3.6454157126415e+26,-4.2435139011549126e+26,-4.038153119000275e+25,0.0,0.1774030360699519,0.3038025272160778,0.33333333333333337,0.9144677841464401,-0.1,-0.1,0.37,0.3,1.2,kernel
7,-2307073563074.602,-5856603878412.039,-736193863130.79,0.0,-3.6454157126415e+26,-4.2435139011549126e+26,-4.038153119000275e+25,0.0,0.1774030360699519,0.3038025272160778,0.686868686868687,0.7700102654203885,-0.1,-0.1,0.37,0.3,1.2,kernel
8,13801580169549.238,-21889423891225.04,-812027582941.6162,0.001953125,7.514860111197205e+26,-1.5365054532946493e+27,-4.425505039471537e+25,274877906944.0,0.632984389922161,0.052763072800039945,0.797979797979798,0.14484866303879623,-0.1,-0.1,0.37,0.3,1.2,kernel
9,-26218474448442.43,19306910626600.375,-1988307482761.709,-0.001953125,-2.040020501950554e+27,1.305803140963354e+27,-9.505713158244356e+25,-274877906944.0,0.5257983708420308,0.7922908262542482,0.05050505050505051,0.2634427967593872,-0.1,-0.1,0.37,0.3,1.2,kernel
10,-32283101646762.754,24181297520224.074,-798067178065.1191,0.0,-2.71370264016334e+27,1.9271631872584496e+27,-4.273503966475337e+25,-137438953472.0,0.1832493037047505,0.894380801254377,0.696969696969697,0.5655114705065325,-0.1,-0.1,0.37,0.3,1.2,kernel
11,-26691345622625.51,18699688984411.42,-908214666389.6758,0.0,-2.2337888421300148e+27,1.4488777623911346e+27,-4.436341283076372e+25,0.0,0.4108517344713883,0.602518325333889,0.5151515151515152,0.9901130277076038,-0.1,-0.1,0.37,0.3,1.2,kernel
12,-611818683714.7402,-6486323126149.686,-1801729494753.084,0.0,-2.5610312642061414e+26,-4.797495359407817e+26,-9.342183020824797e+25,-137438953472.0,0.4874055723522688,0.3653678469161593,0.10101010101010102,0.8829481042954963,-0.1,-0.1,0.37,0.3,1.2,kernel
13,17327071376329.775,-25428875502868.44,-798067178065.1533,0.001953125,1.2453958745986782e+27,-2.0319353275035687e+27,-4.27350396647533e+25,-274877906944.0,0.8823223052095199,0.3433703830584105,0.26262626262626265,0.8860729362982869,-0.1,-0.1,0.37,0.3,1.2,kernel
14,-13678840547884.836,5297860384648.399,-518891141380.9961,0.0,-1.0943023616339931e+27,3.0229843252955536e+26,-3.727056346520611e+25,-137438953472.0,0.04940052600415168,0.4998742730867418,0.13131313131313133,0.003597267576057106,-0.1,-0.1,0.37,0.3,1.2,kernel
15,6937892754353.045,-15030875904804.756,-806888154165.7129,-0.001953125,1.153886408868653e+26,-9.009616731394896e+26,-4.370146031701979e+25,137438953472.0,0.3477163755212917,0.03396700736678537,0.7373737373737375,0.41362220731758814,-0.1,-0.1,0.37,0.3,1.2,kernel
16,23579556319604.188,-31795852504819.477,-683575119388.4941,-0.00390625,1.8920562488764515e+27,-2.708083051441492e+27,-1.3247690004603294e+25,-412316860416.0,0.978254713552029,0.26316593371029096,0.6161616161616162,0.22418934551777897,-0.1,-0.1,0.37,0.3,1.2,kernel
17,-19359947681831.395,10845875425499.877,-385799048272.2656,-0.00390625,-1.5847488978334054e+27,7.753998520712771e+26,-1.9925446807515605e+25,-137438953472.0,0.5064047673880926,0.9251354235123781,0.8080808080808082,0.015013910180044221,-0.1,-0.1,0.37,0.3,1.2,kernel
18,-21109099238145.215,13007295111606.398,-798067178065.0293,-0.001953125,-1.841797767869332e+27,1.0552583149644418e+27,-4.273503966475351e+25,-274877906944.0,0.23002344450114348,0.7669138171538847,0.32323232323232326,0.8974972190167196,-0.1,-0.1,0.37,0.3,1.2,kernel
19,22214918145009.82,-30310324831374.258,-804464618252.9785,-0.0078125,1.5123395261827623e+27,-2.2981898485005897e+27,-4.342417025181654e+25,0.0,0.7552117489261152,0.018092986384941,0.6666666666666667,0.4755603943370617,-0.1,-0.1,0.37,0.3,1.2,kernel
20,-8355662682310.629,595869216776.8828,-1140077839070.0215,0.0,-8.087777024762784e+26,3.008995131762617e+25,-5.058674141099169e+25,-137438953472.0,0.9541138881185778,0.4759811919375402,0.4646464646464647,0.519116279148548,-0.1,-0.1,0.37,0.3,1.2,kernel
21,10088499158993.402,-17254749558246.373,-1733620905364.456,0.0,7.514982812211748e+26,-1.4905201519904506e+27,-9.02526218003682e+25,0.0,0.6218207610725941,0.3569949672281153,0.33333333333333337,0.42713885603804724,-0.1,-0.1,0.37,0.3,1.2,kernel
22,14079504945104.035,-22024285881365.656,-955090368355.8389,-0.00390625,1.0608919613393739e+27,-1.8441439850225684e+27,-4.602246888644929e+25,-274877906944.0,0.7312237175865189,0.27067362032910813,0.08080808080808081,0.7012011118502326,-0.1,-0.1,0.37,0.3,1.2,kernel
23,14261533799041.14,-22363337925593.133,-798067178065.4678,-0.00390625,1.0653187069356796e+27,-1.85185815984057e+27,-4.273503966475358e+25,0.0,0.7312237175865189,0.27067362032910813,0.686868686868687,0.5120015935800684,-0.1,-0.1,0.37,0.3,1.2,kernel
24,-17782338217474.824,9680534090936.17,-798067178065.1201,-0.00390625,-1.4798847821579705e+27,6.933453292530802e+26,-4.273503966475337e+25,-274877906944.0,0.20383266978087633,0.9616187527413549,0.23232323232323235,0.4159423845618756,-0.1,-0.1,0.37,0.3,1.2,kernel
25,3570120751878.1465,-11671924878430.268,-798067178065.3711,-0.001953125,2.098244617256877e+26,-9.963639146305781e+26,-4.273503966475337e+25,-137438953472.0,0.44559546804955075,0.34253503525150764,0.8484848484848485,0.23203318720110389,-0.1,-0.1,0.37,0.3,1.2,kernel
26,-6785279500145.551,-3562331235305.5693,1447739430833.6885,0.0,-6.636447379322254e+26,-2.7704388059863122e+26,1.1141412596121272e+26,0.0,0.1838304661537254,0.27545812322371277,0.030303030303030304,0.8045551879327355,-0.1,-0.1,0.37,0.3,1.2,kernel
27,13460920250594.242,-21961298924757.12,-399492630454.59766,-0.001953125,1.2174518662196374e+27,-2.0253096289942098e+27,-2.1416729795071497e+25,0.0,0.8522090920951264,0.1817244016400525,0.4545454545454546,0.6175391954285504,-0.1,-0.1,0.37,0.3,1.2,kernel
28,-407492697783.97705,-7524682355593.235,-967696251240.294,0.001953125,3.02428225223488e+25,-8.129204997706902e+26,-4.659681532130266e+25,0.0,0.6437829605702313,0.24931241375874064,0.4646464646464647,0.5558241723946323,-0.1,-0.1,0.37,0.3,1.2,kernel
29,-4631816530919.763,-4103205865990.289,-164848907693.7871,-0.001953125,-2.0289607703992513e+26,-6.374516371249153e+26,1.1073221595196388e+25,0.0,0.8324994220852394,0.9330926842318457,0.23232323232323235,0.25205957420135444,-0.1,-0.1,0.37,0.3,1.2,kernel
30,-189323157727640.3,-193458309771403.3,-4582710242434.0625,-0.0625,-1.6131765467274122e+28,-1.6373758236692996e+28,-3.631288199785207e+26,-13194139533312.0,0.21130310401748326,0.31064351953174196,0.21212121212121213,0.0073284740158710004,-0.1,-0.1,0.37,0.3,1.2,kernel
31,-885212053930.75,-7045941619251.818,-968717631434.9453,0.0,-1.1411984164647691e+26,-6.685116095783565e+26,-4.664304134481046e+25,0.0,0.4505699109023287,0.3772908182764463,0.9292929292929294,0.24513145699695538,-0.1,-0.1,0.37,0.3,1.2,kernel
32,9831990816198.293,-18347447086331.508,-384415034484.209,-0.00390625,5.83566027109609e+26,-1.3930686193931235e+27,-1.9771900286129652e+25,274877906944.0,0.7581815116517585,0.2774735963497603,0.36363636363636365,0.35615350762293946,-0.1,-0.1,0.37,0.3,1.2,kernel
33,-9762355330169.809,1660551203631.12,-798067178065.1328,-0.001953125,-8.224355736365792e+26,3.5896120731688504e+25,-4.273503966475337e+25,137438953472.0,0.6986786455056502,0.9298560227087338,0.5454545454545455,0.42865683317122166,-0.1,-0.1,0.37,0.3,1.2,kernel
34,-14533617660998.291,6431813534459.623,-798067178065.1084,0.001953125,-1.242497160124938e+27,4.5595770722004766e+26,-4.273503966475323e+25,-412316860416.0,0.902096956646316,0.5694722200356156,0.888888888888889,0.7315815656046245,-0.1,-0.1,0.37,0.3,1.2,kernel
35,2141908012134.3496,-10243712138686.457,-798067178065.3232,0.0,-1.2782788586916527e+26,-6.587115670357253e+26,-4.273503966475344e+25,0.0,0.17510751669566,0.3059160415155595,0.20202020202020204,0.3712113833633627,-0.1,-0.1,0.37,0.3,1.2,kernel
36,-43122322585998.51,34611518413180.95,-389067131799.9336,-0.001953125,-3.4932837709175073e+27,2.6842969562395505e+27,-2.0287677891686893e+25,-274877906944.0,0.09701037519030553,0.6168207814828057,0.686868686868687,0.5824759669663153,-0.1,-0.1,0.37,0.3,1.2,kernel
37,-30930277329312.527,22828473202773.87,-798067178065.1299,-0.00390625,-2.511894841911179e+27,1.725355389006288e+27,-4.273503966475323e+25,274877906944.0,0.3409867489429397,0.8054571601546878,0.27272727272727276,0.20913473057821508,-0.1,-0.1,0.37,0.3,1.2,kernel
38,-447420719908.0537,-7544367900921.906,-908082683787.4727,0.0,-3.0861335764059195e+26,-4.763016012405737e+26,-4.435953368847818e+25,-137438953472.0,0.18546498872983685,0.273406198492931,0.5050505050505051,0.23663695987293376,-0.1,-0.1,0.37,0.3,1.2,kernel
39,-26743343352068.273,18641539225529.49,-798067178065.0059,0.0,-2.2734442891104015e+27,1.486904836205511e+27,-4.273503966475323e+25,-274877906944.0,0.15829264679919275,0.7763417799489487,0.29292929292929293,0.9550366155250354,-0.1,-0.1,0.37,0.3,1.2,kernel
40,108699922036847.52,129674538218078.02,5107072010994.9375,0.0,5.78096672519546e+27,7.3482109343408e+27,2.915643677097176e+26,4398046511104.0,0.30560367510547337,0.7671551449511773,0.4747474747474748,0.21721580034283555,-0.1,-0.1,0.37,0.3,1.2,kernel
41,-11829168099951.318,6672372262105.292,-3743075466765.3076,-0.00390625,-1.0716988846571367e+27,5.8186675317011455e+26,-3.394423610826214e+26,-412316860416.0,0.12863935359233997,0.7245557593722391,0.010101010101010102,0.9105027740101984,-0.1,-0.1,0.37,0.3,1.2,kernel
42,-20844145000441.684,12134948884349.72,-190675188511.83984,-0.005859375,-1.6267357139964527e+27,7.906865731447586e+26,6.774648282050088e+24,0.0,0.5396420986243939,0.9718162929711716,0.18181818181818182,0.8220169328395613,-0.1,-0.1,0.37,0.3,1.2,kernel
43,-25611506349227.406,17509702222675.342,-798067178065.4092,0.0,-2.1563626248899849e+27,1.3698231719850944e+27,-4.27350396647533e+25,-274877906944.0,0.3336814739095135,0.4922512013022541,0.8686868686868687,0.6885025438125141,-0.1,-0.1,0.37,0.3,1.2,kernel
44,-8272463188529.218,799526138010.6245,-1426934254098.8604,-0.00390625,-8.179925578645913e+26,8.447575316894919e+25,-9.575768787400176e+25,-137438953472.0,0.08168398209205585,0.22364577836647476,0.43434343434343436,0.3508750803367898,-0.1,-0.1,0.37,0.3,1.2,kernel
45,-190679274130153.25,-204304706058320.56,-4705967946367.5,0.0625,-1.7026524077589055e+28,-1.7580921873754637e+28,-3.843603578308094e+26,-8796093022208.0,0.5011653871564786,0.0673042424842859,0.24242424242424243,0.013362039459576869,-0.1,-0.1,0.37,0.3,1.2,kernel
46,-4107448831118.171,8237984110974.917,-13030406584460.566,-0.00390625,-3.4950632959554916e+26,5.953572084843179e+26,-1.0751253714584126e+27,-137438953472.0,0.882539291101478,0.8361149732536193,0.020202020202020204,0.05219570351906855,-0.1,-0.1,0.37,0.3,1.2,kernel
47,-11063617071163.426,2801642374748.651,-637896608188.9805,-0.001953125,-9.501822947661101e+26,1.6021470747088707e+26,-3.930690527442084e+25,-137438953472.0,0.48874197114198903,0.554172938177695,0.5555555555555556,0.05518196279538545,-0.1,-0.1,0.37,0.3,1.2,kernel
48,-21881374339290.94,14186965087090.818,-1205462052403.6494,0.0,-1.8712196130480968e+27,1.1069532241927966e+27,-6.500810371434358e+25,-137438953472.0,0.2667747882770847,0.9379430412916555,0.6464646464646465,0.16158531246804353,-0.1,-0.1,0.37,0.3,1.2,kernel
49,9877100092273.26,-17971004245218.004,-805967151672.6875,0.0,6.21754932929129e+26,-1.407430826147032e+27,-4.3598599351740656e+25,-137438953472.0,0.3031489920769729,0.013360176627322251,0.4444444444444445,0.59664284550607,-0.1,-0.1,0.37,0.3,1.2,kernel
50,-5951066087680.406,-2150738038858.2603,-798067178065.1377,0.0,-4.554610132678367e+26,-3.310784396370539e+26,-4.27350396647533e+25,0.0,0.5797737432697836,0.9390642569091845,0.8787878787878789,0.2041251485909859,-0.1,-0.1,0.37,0.3,1.2,kernel
51,3841602610728.002,-11943406737266.723,-798067178065.0898,-0.001953125,3.344057037225461e+26,-1.1209451566274366e+27,-4.273503966475337e+25,-137438953472.0,0.8986533824299819,0.27964825178611696,0.30303030303030304,0.28556677441946066,-0.1,-0.1,0.37,0.3,1.2,kernel
52,29664205873839.04,-37981288879916.93,-582788298539.6191,0.001953125,2.3505947221400762e+27,-3.167014263511936e+27,-1.2854951197784159e+25,-274877906944.0,0.9787335637085461,0.04310532737082201,0.8787878787878789,0.8797264347191682,-0.1,-0.1,0.37,0.3,1.2,kernel
53,-3333116803099.9673,-4600047555759.854,-966706945743.9297,-0.001953125,-1.7167854179080663e+26,-6.11044523374763e+26,-4.655142740407438e+25,0.0,0.9188973994474894,0.41704261479633586,0.7777777777777778,0.7780890241309613,-0.1,-0.1,0.37,0.3,1.2,kernel
54,-1421139661816.3745,-7081177692424.814,-397553950362.6338,-0.001953125,-5.856093861226339e+25,-7.495048740485402e+26,-2.120867990884035e+25,0.0,0.8525608960754316,0.857528674438716,0.15151515151515152,0.44688484225564645,-0.1,-0.1,0.37,0.3,1.2,kernel
55,4842275814939.327,-12524721065136.121,-1217426054420.6475,0.0,3.542389288964648e+26,-1.1176772611472809e+27,-6.583616031882789e+25,0.0,0.5340157343234844,0.18834501397205705,0.8585858585858587,0.5326646335085365,-0.1,-0.1,0.37,0.3,1.2,kernel
56,1707573878708.7998,-9499194776035.393,-1108250407290.8242,0.001953125,5.7589134791402925e+25,-8.219127486430243e+26,-6.4950878718022494e+25,-137438953472.0,0.4504922889395718,0.04366074882598464,0.12121212121212122,0.5709224720514593,-0.1,-0.1,0.37,0.3,1.2,kernel
57,-13451460875480.293,5513707394457.191,-962117823594.3193,-0.001953125,-1.3587361034353995e+27,5.756781575960415e+26,-4.621654673028579e+25,-137438953472.0,0.34900663954986066,0.2524498375698925,0.494949494949495,0.827711767238784,-0.1,-0.1,0.37,0.3,1.2,kernel
58,3039949752935.9033,-10906753677202.736,-1033067380336.9424,-0.001953125,4.002315384846794e+26,-1.1686797179294762e+27,-6.082631312484717e+25,0.0,0.9933997318931248,0.5161504899131228,0.5353535353535354,0.08902543304487937,-0.1,-0.1,0.37,0.3,1.2,kernel
59,-23334060439844.062,14996937131136.941,-562747995896.6797,0.0,-1.961768871258633e+27,1.1568391679686482e+27,-2.434478927965935e+25,274877906944.0,0.3216475661139514,0.5958397415935035,0.5555555555555556,0.04976623651944473,-0.1,-0.1,0.37,0.3,1.2,kernel
60,30948075631166.85,59419180716558.62,2483013168791.422,0.0,-5.73198859560644e+26,2.02695864957955e+27,3.2818495704399555e+25,1374389534720.0,0.41312903694439906,0.5910321375167685,0.31313131313131315,0.1935531095724779,-0.1,-0.1,0.37,0.3,1.2,kernel
61,9309350116051.68,-17577624401651.326,-631597019017.7734,-0.001953125,7.81615345727916e+26,-1.5718739784339087e+27,-3.9015859863651e+25,-274877906944.0,0.2721733448972474,0.23149016278299095,0.8484848484848485,0.6183349487387948,-0.1,-0.1,0.37,0.3,1.2,kernel
62,-17629555932635.117,9527751806096.314,-798067178065.0,0.001953125,-1.4587028237677062e+27,6.721633708628161e+26,-4.273503966475337e+25,-549755813888.0,0.25448182948882897,0.6690957123126449,0.5757575757575758,0.14697759569251911,-0.1,-0.1,0.37,0.3,1.2,kernel
63,5200135958681.928,-12889562109293.98,-1210445154005.3809,-0.001953125,1.4906243085216877e+26,-9.127801178380107e+26,-6.555680558380204e+25,0.0,0.2733695238585171,0.047547990286560815,0.21212121212121213,0.9209502868582372,-0.1,-0.1,0.37,0.3,1.2,kernel
64,-24656136806733.414,15739273712406.871,16991789722.746094,0.0,-2.128142926285255e+27,1.283296021601834e+27,1.5572412113776728e+25,274877906944.0,0.43132615284805265,0.9920235159496553,0.07070707070707072,0.9708266760327753,-0.1,-0.1,0.37,0.3,1.2,kernel
65,1268762070346.5679,-9480008358124.398,-688625016839.6768,0.0,-3.7219941206660546e+25,-7.5092709632338e+26,-4.112745503960335e+25,0.0,0.47219701716639845,0.3431565520991352,0.15151515151515152,0.8480433483550809,-0.1,-0.1,0.37,0.3,1.2,kernel
66,16420079917352.316,-23895484532588.76,-1424466689380.997,0.0,1.3153083832026738e+27,-2.0491877413802757e+27,-9.539513439204197e+25,-137438953472.0,0.6127502209188432,0.14404700159647282,0.7373737373737375,0.9159852784281423,-0.1,-0.1,0.37,0.3,1.2,kernel
67,-5772582784390.868,-3458068278695.2646,330779758482.34863,0.001953125,-4.027927563440394e+26,-4.501098115492467e+26,2.3628075323641997e+25,274877906944.0,0.8839976579521018,0.6271195687631436,0.06060606060606061,0.4023685173534367,-0.1,-0.1,0.37,0.3,1.2,kernel
68,6926964765579.003,-15028768892117.596,-798067178065.1631,-0.001953125,5.572027871903383e+26,-1.3437422400952286e+27,-4.273503966475344e+25,-274877906944.0,0.9606472040310622,0.42163268932577336,0.42424242424242425,0.8971622818625169,-0.1,-0.1,0.37,0.3,1.2,kernel
69,-39143306683544.48,31041502557005.57,-798067178064.9414,0.0,-3.165066720840524e+27,2.3785272679356338e+27,-4.27350396647533e+25,-274877906944.0,0.0614935559020971,0.7997696590636987,0.5555555555555556,0.010965247160813096,-0.1,-0.1,0.37,0.3,1.2,kernel
70,-39143306683544.48,31041502557005.57,-798067178064.9414,0.0,-3.165066720840524e+27,2.3785272679356338e+27,-4.27350396647533e+25,-274877906944.0,0.0614935559020971,0.7997696590636987,0.8484848484848485,0.746501707105746,-0.1,-0.1,0.37,0.3,1.2,kernel
71,-7732850587913.512,-368953538625.1299,-798067178065.1172,-0.00390625,-7.444640355288425e+26,-4.207541737604809e+25,-4.273503966475323e+25,-137438953472.0,0.7486623566931667,0.5950139832499496,0.98989898989899,0.3774968100516187,-0.1,-0.1,0.37,0.3,1.2,kernel
72,-3784558367326.435,-4835230973527.221,-280081963763.7715,-0.001953125,-4.857146369840997e+26,-3.4089045340981516e+26,-2.6694021757289696e+24,-137438953472.0,0.36768966584565566,0.28288307245188615,0.07070707070707072,0.262017011849291,-0.1,-0.1,0.37,0.3,1.2,kernel
73,-25358063020812.473,17256258894273.691,-798067178065.0596,-0.005859375,-2.25032701302098e+27,1.4637875601160894e+27,-4.27350396647533e+25,-274877906944.0,0.041516355484450485,0.9274891333588554,0.595959595959596,0.46816745473755245,-0.1,-0.1,0.37,0.3,1.2,kernel
74,-15117557602347.463,6600917406377.729,-383231108647.72266,-0.001953125,-1.0241569241856871e+27,2.1452300387109164e+26,-1.964057225504831e+25,-274877906944.0,0.5654000555929369,0.4528860927471983,0.8989898989898991,0.9139505217705923,-0.1,-0.1,0.37,0.3,1.2,kernel
75,-135471229409165.84,-114605513469448.03,-5736331234229.719,0.125,-7.903414722658218e+27,-6.24662183427466e+27,-3.1545947035919725e+26,10995116277760.0,0.2500662632234142,0.43342762361703824,0.30303030303030304,0.4241607875611938,-0.1,-0.1,0.37,0.3,1.2,kernel
